POLICY_ID,POLICY_NUMBER,POLICYHOLDER_NAME,LINE_OF_BUSINESS,COVERAGE_TYPE,EFFECTIVE_DATE,EXPIRATION_DATE,PREMIUM_AMOUNT,DEDUCTIBLE_AMOUNT,COVERAGE_LIMIT,STATE,AGENCY_CODE,UNDERWRITER_ID,STATUS,CREATED_AT
POL-0004056,ENC-2026-004056,Policyholder_4056,Business Owners Policy,Bodily Injury,2025-12-28,2026-06-12,17605.38,951.74,2045531.65,MD,AGN-090,UW-004,ACTIVE,2026-01-08 21:53:05
POL-0004057,ENC-2026-004057,Policyholder_4057,General Liability,Property Damage,2025-01-12,2025-10-11,17466.69,2495.76,1971993.14,IN,AGN-086,UW-004,ACTIVE,2026-03-26 18:03:05
POL-0004058,ENC-2026-004058,Policyholder_4058,Commercial Auto,Property Damage,2025-02-05,2025-06-04,13174.7,7576.2,3100867.28,PA,AGN-029,UW-002,CANCELLED,2025-11-05 17:20:05
POL-0004059,ENC-2026-004059,Policyholder_4059,Workers Compensation,Umbrella,2025-02-18,2025-09-02,43726.65,2071.06,1622104.99,VA,AGN-032,UW-028,ACTIVE,2025-06-02 19:30:05
POL-0004060,ENC-2026-004060,Policyholder_4060,General Liability,Bodily Injury,2025-10-03,2026-07-15,841.37,1664.06,3681629.16,GA,AGN-166,UW-010,CANCELLED,2025-12-11 21:14:05
POL-0004061,ENC-2026-004061,Policyholder_4061,Business Owners Policy,Comprehensive,2025-10-26,2026-04-27,22129.31,7963.9,3711462.49,NC,AGN-173,UW-019,EXPIRED,2026-03-21 10:12:05
POL-0004062,ENC-2026-004062,Policyholder_4062,Commercial Property,Umbrella,2025-09-02,2026-01-30,1239.26,9324.11,3690147.11,MD,AGN-148,UW-008,ACTIVE,2026-04-17 02:55:05
POL-0004063,ENC-2026-004063,Policyholder_4063,Business Owners Policy,Comprehensive,2025-07-24,2025-09-22,34308.86,1364.07,4181455.28,MD,AGN-116,UW-023,ACTIVE,2026-03-30 02:53:05
POL-0004064,ENC-2026-004064,Policyholder_4064,Business Owners Policy,Collision,2024-06-17,2025-06-11,42952.2,3232.56,430526.51,IL,AGN-152,UW-028,ACTIVE,2026-01-14 01:52:05
POL-0004065,ENC-2026-004065,Policyholder_4065,Workers Compensation,Umbrella,2025-04-26,2025-10-08,16873.43,678.53,2055615.2,PA,AGN-166,UW-006,ACTIVE,2025-09-22 13:27:05
POL-0004066,ENC-2026-004066,Policyholder_4066,Commercial Auto,Collision,2025-02-06,2026-01-22,44764.65,5599.87,4399696.83,OH,AGN-086,UW-003,ACTIVE,2026-02-27 02:21:05
POL-0004067,ENC-2026-004067,Policyholder_4067,Workers Compensation,Bodily Injury,2025-12-08,2026-09-03,1451.89,4404.15,2380193.8,MD,AGN-133,UW-008,ACTIVE,2025-06-20 08:32:05
POL-0004068,ENC-2026-004068,Policyholder_4068,Commercial Auto,Property Damage,2025-01-11,2025-10-27,25778.69,8934.98,1294648.01,OH,AGN-129,UW-020,ACTIVE,2026-01-31 00:39:05
POL-0004069,ENC-2026-004069,Policyholder_4069,Commercial Property,Medical Payments,2026-01-30,2026-06-21,22993.06,1989.54,2831538.28,SC,AGN-064,UW-026,ACTIVE,2025-10-16 08:56:05
POL-0004070,ENC-2026-004070,Policyholder_4070,Commercial Property,Collision,2025-03-25,2026-03-19,41400.16,9191.24,2968670.82,KY,AGN-188,UW-004,ACTIVE,2025-06-12 16:37:05
POL-0004071,ENC-2026-004071,Policyholder_4071,Business Owners Policy,Collision,2024-07-05,2025-02-25,47579.71,4376.88,596256.31,IN,AGN-006,UW-018,ACTIVE,2026-01-07 20:18:05
POL-0004072,ENC-2026-004072,Policyholder_4072,Business Owners Policy,Bodily Injury,2025-08-23,2026-08-07,33085.31,6798.19,4997078.5,NC,AGN-124,UW-007,ACTIVE,2025-10-27 20:12:05
POL-0004073,ENC-2026-004073,Policyholder_4073,General Liability,Bodily Injury,2024-10-31,2025-07-01,40903.13,6056.39,4852363.3,OH,AGN-101,UW-013,ACTIVE,2025-05-31 08:20:05
POL-0004074,ENC-2026-004074,Policyholder_4074,Workers Compensation,Medical Payments,2024-12-06,2025-08-12,1480.11,6544.52,3260596.98,KY,AGN-013,UW-022,ACTIVE,2025-07-18 19:26:05
POL-0004075,ENC-2026-004075,Policyholder_4075,Business Owners Policy,Bodily Injury,2025-09-14,2025-11-05,18355.0,6995.45,2973171.99,GA,AGN-010,UW-012,ACTIVE,2025-11-17 07:02:05
POL-0004076,ENC-2026-004076,Policyholder_4076,Business Owners Policy,Comprehensive,2025-06-27,2026-01-02,37566.02,7804.65,4228905.22,PA,AGN-055,UW-014,ACTIVE,2026-04-22 08:58:05
POL-0004077,ENC-2026-004077,Policyholder_4077,Business Owners Policy,Umbrella,2025-04-10,2025-05-16,37703.78,5947.58,4844935.14,TN,AGN-103,UW-003,ACTIVE,2025-08-01 17:13:05
POL-0004078,ENC-2026-004078,Policyholder_4078,Workers Compensation,Comprehensive,2024-07-19,2025-05-03,43929.63,2302.32,2491912.98,PA,AGN-157,UW-001,ACTIVE,2026-01-24 16:08:05
POL-0004079,ENC-2026-004079,Policyholder_4079,Business Owners Policy,Umbrella,2026-01-20,2026-10-07,5131.99,1409.27,2417273.59,TN,AGN-086,UW-012,ACTIVE,2026-05-13 22:19:05
POL-0004080,ENC-2026-004080,Policyholder_4080,Commercial Auto,Medical Payments,2026-03-15,2026-09-03,32263.45,2190.99,4378731.04,KY,AGN-115,UW-012,ACTIVE,2025-06-28 23:06:05
POL-0004081,ENC-2026-004081,Policyholder_4081,Commercial Property,Umbrella,2025-12-11,2026-04-10,27149.82,8276.62,1998629.25,VA,AGN-150,UW-002,ACTIVE,2026-02-05 07:30:05
POL-0004082,ENC-2026-004082,Policyholder_4082,Workers Compensation,Collision,2025-07-01,2026-05-11,23863.09,3830.43,1056723.15,KY,AGN-020,UW-029,ACTIVE,2025-12-15 13:45:05
POL-0004083,ENC-2026-004083,Policyholder_4083,Business Owners Policy,Bodily Injury,2024-06-17,2025-03-26,25075.21,5301.67,895362.42,TN,AGN-140,UW-002,ACTIVE,2026-05-12 14:30:05
POL-0004084,ENC-2026-004084,Policyholder_4084,Commercial Property,Property Damage,2024-10-20,2025-01-03,12829.36,1647.24,4333913.01,GA,AGN-039,UW-028,CANCELLED,2026-01-23 12:03:05
POL-0004085,ENC-2026-004085,Policyholder_4085,Business Owners Policy,Property Damage,2026-01-16,2026-09-10,29051.75,3638.09,3536255.19,GA,AGN-091,UW-004,ACTIVE,2025-11-01 08:56:05
POL-0004086,ENC-2026-004086,Policyholder_4086,Commercial Auto,Medical Payments,2024-09-26,2024-11-04,15965.29,8984.01,287481.88,VA,AGN-152,UW-010,ACTIVE,2025-06-15 22:04:05
POL-0004087,ENC-2026-004087,Policyholder_4087,General Liability,Bodily Injury,2025-03-13,2025-05-20,34628.4,9855.61,3464598.4,TN,AGN-034,UW-014,ACTIVE,2026-04-02 20:40:05
POL-0004088,ENC-2026-004088,Policyholder_4088,Commercial Property,Bodily Injury,2025-07-24,2026-07-20,36346.42,438.44,4254129.26,GA,AGN-167,UW-010,ACTIVE,2025-10-26 09:15:05
POL-0004089,ENC-2026-004089,Policyholder_4089,Commercial Property,Umbrella,2025-05-21,2026-04-15,26754.86,3341.37,2727600.66,NC,AGN-065,UW-028,ACTIVE,2025-07-10 02:04:05
POL-0004090,ENC-2026-004090,Policyholder_4090,Commercial Auto,Medical Payments,2025-09-15,2026-01-21,17937.72,8799.03,4818777.52,GA,AGN-011,UW-006,ACTIVE,2026-01-26 03:43:05
POL-0004091,ENC-2026-004091,Policyholder_4091,Workers Compensation,Medical Payments,2024-10-03,2025-06-15,13123.33,7386.2,4243761.71,SC,AGN-174,UW-025,ACTIVE,2025-10-12 13:37:05
POL-0004092,ENC-2026-004092,Policyholder_4092,Commercial Property,Comprehensive,2024-07-05,2025-06-30,16799.77,3559.64,3900674.34,TN,AGN-155,UW-010,ACTIVE,2025-10-11 08:13:05
POL-0004093,ENC-2026-004093,Policyholder_4093,General Liability,Umbrella,2025-09-16,2025-12-08,13118.9,7177.18,129386.0,WV,AGN-074,UW-030,ACTIVE,2025-07-26 15:20:05
POL-0004094,ENC-2026-004094,Policyholder_4094,Workers Compensation,Bodily Injury,2024-12-13,2025-10-14,42423.98,3130.18,3636004.34,SC,AGN-021,UW-011,EXPIRED,2026-04-20 15:54:05
POL-0004095,ENC-2026-004095,Policyholder_4095,Commercial Property,Comprehensive,2025-02-13,2025-11-21,46603.28,4236.76,488691.5,NC,AGN-110,UW-028,ACTIVE,2025-12-14 04:05:05
POL-0004096,ENC-2026-004096,Policyholder_4096,General Liability,Umbrella,2024-07-28,2025-04-12,15866.46,7416.71,4245280.78,KY,AGN-142,UW-005,ACTIVE,2025-08-03 14:26:05
POL-0004097,ENC-2026-004097,Policyholder_4097,Commercial Property,Umbrella,2025-05-23,2025-10-28,33121.97,7288.52,3148733.77,OH,AGN-177,UW-008,ACTIVE,2025-08-04 03:36:05
POL-0004098,ENC-2026-004098,Policyholder_4098,General Liability,Umbrella,2025-10-09,2026-08-04,13061.18,9805.88,4951079.86,MD,AGN-194,UW-001,CANCELLED,2025-08-31 17:45:05
POL-0004099,ENC-2026-004099,Policyholder_4099,Commercial Property,Bodily Injury,2025-06-28,2026-06-03,30448.53,4193.16,1687169.33,VA,AGN-047,UW-022,ACTIVE,2025-08-13 22:04:05
POL-0004100,ENC-2026-004100,Policyholder_4100,General Liability,Property Damage,2025-09-09,2025-11-17,24228.91,4796.38,3024572.5,IN,AGN-159,UW-002,ACTIVE,2025-12-26 22:28:05
POL-0004101,ENC-2026-004101,Policyholder_4101,Commercial Property,Property Damage,2024-12-03,2025-09-23,18266.21,5277.25,3837480.37,VA,AGN-062,UW-030,ACTIVE,2026-01-04 10:57:05
POL-0004102,ENC-2026-004102,Policyholder_4102,Business Owners Policy,Umbrella,2025-10-24,2026-09-29,37321.44,3633.86,3780182.81,GA,AGN-054,UW-007,ACTIVE,2025-09-13 03:28:05
POL-0004103,ENC-2026-004103,Policyholder_4103,Workers Compensation,Bodily Injury,2026-01-05,2026-07-09,44235.57,480.44,4023719.89,PA,AGN-057,UW-017,ACTIVE,2026-03-18 19:09:05
POL-0004104,ENC-2026-004104,Policyholder_4104,Commercial Property,Umbrella,2025-10-03,2026-09-02,35693.93,791.15,2566392.45,TN,AGN-115,UW-028,ACTIVE,2025-12-06 11:01:05
POL-0004105,ENC-2026-004105,Policyholder_4105,Workers Compensation,Collision,2026-03-21,2026-10-01,39873.64,8540.37,3179833.98,NC,AGN-183,UW-002,ACTIVE,2025-06-26 13:36:05
POL-0004106,ENC-2026-004106,Policyholder_4106,Commercial Auto,Property Damage,2025-01-17,2025-06-02,13821.61,9727.95,2385225.75,IN,AGN-092,UW-025,ACTIVE,2026-04-08 07:14:05
POL-0004107,ENC-2026-004107,Policyholder_4107,Commercial Auto,Collision,2025-09-08,2025-12-23,35584.76,6502.33,2566107.67,IL,AGN-041,UW-023,ACTIVE,2026-01-10 00:46:05
POL-0004108,ENC-2026-004108,Policyholder_4108,Commercial Property,Collision,2025-02-23,2025-08-26,26610.97,7030.02,3421889.44,IL,AGN-127,UW-016,ACTIVE,2026-02-11 19:13:05
POL-0004109,ENC-2026-004109,Policyholder_4109,Commercial Auto,Property Damage,2025-03-25,2025-05-28,4461.28,6779.56,3841153.6,MD,AGN-097,UW-010,ACTIVE,2026-05-11 21:58:05
POL-0004110,ENC-2026-004110,Policyholder_4110,Commercial Auto,Umbrella,2026-02-22,2027-01-19,25782.29,2222.0,4252501.6,KY,AGN-154,UW-021,ACTIVE,2025-10-19 16:33:05
POL-0004111,ENC-2026-004111,Policyholder_4111,Business Owners Policy,Collision,2024-11-09,2025-04-15,24140.16,3978.65,1340503.4,WV,AGN-058,UW-010,ACTIVE,2025-09-26 17:43:05
POL-0004112,ENC-2026-004112,Policyholder_4112,Commercial Auto,Medical Payments,2025-05-08,2025-08-04,33105.24,313.47,682192.88,SC,AGN-042,UW-014,CANCELLED,2025-11-24 00:12:05
POL-0004113,ENC-2026-004113,Policyholder_4113,General Liability,Umbrella,2025-02-08,2025-09-01,19133.11,3778.96,934790.21,KY,AGN-195,UW-009,ACTIVE,2025-12-01 23:09:05
POL-0004114,ENC-2026-004114,Policyholder_4114,Workers Compensation,Comprehensive,2025-08-04,2025-09-10,31877.81,5224.13,4937061.72,MD,AGN-064,UW-020,ACTIVE,2025-10-08 09:22:05
POL-0004115,ENC-2026-004115,Policyholder_4115,Workers Compensation,Umbrella,2025-04-24,2025-11-08,46985.55,2016.73,293018.31,MD,AGN-068,UW-015,ACTIVE,2026-05-08 10:45:05
POL-0004116,ENC-2026-004116,Policyholder_4116,Workers Compensation,Comprehensive,2025-08-02,2026-05-12,43877.79,7058.44,3071153.22,IL,AGN-003,UW-003,CANCELLED,2025-08-10 21:20:05
POL-0004117,ENC-2026-004117,Policyholder_4117,Business Owners Policy,Bodily Injury,2025-01-01,2025-08-16,41823.65,858.76,4295246.08,GA,AGN-139,UW-011,ACTIVE,2026-03-11 04:33:05
POL-0004118,ENC-2026-004118,Policyholder_4118,Business Owners Policy,Bodily Injury,2026-02-20,2026-09-18,13935.26,9730.93,3902287.06,VA,AGN-007,UW-005,ACTIVE,2025-07-31 01:17:05
POL-0004119,ENC-2026-004119,Policyholder_4119,General Liability,Comprehensive,2024-06-16,2025-03-11,16237.04,2885.59,4243889.24,PA,AGN-016,UW-005,CANCELLED,2025-07-14 12:09:05
POL-0004120,ENC-2026-004120,Policyholder_4120,Commercial Auto,Comprehensive,2024-10-24,2024-11-26,26495.32,7100.42,4454898.88,MD,AGN-183,UW-018,ACTIVE,2025-07-04 01:59:05
POL-0004121,ENC-2026-004121,Policyholder_4121,Workers Compensation,Umbrella,2024-10-20,2025-07-08,9117.9,1864.19,2224021.62,TN,AGN-027,UW-004,ACTIVE,2025-11-27 06:26:05
POL-0004122,ENC-2026-004122,Policyholder_4122,Business Owners Policy,Property Damage,2025-01-13,2025-05-22,17398.18,4214.71,4202537.29,NC,AGN-041,UW-003,ACTIVE,2025-09-17 14:37:05
POL-0004123,ENC-2026-004123,Policyholder_4123,Business Owners Policy,Umbrella,2024-12-26,2025-03-09,25014.67,864.8,149259.97,SC,AGN-056,UW-029,ACTIVE,2026-04-17 02:17:05
POL-0004124,ENC-2026-004124,Policyholder_4124,Commercial Property,Collision,2025-12-26,2026-08-16,8896.0,7530.64,3321957.83,MD,AGN-186,UW-018,ACTIVE,2025-08-30 21:25:05
POL-0004125,ENC-2026-004125,Policyholder_4125,Commercial Auto,Bodily Injury,2024-07-06,2025-03-13,46817.76,990.97,736149.92,PA,AGN-119,UW-019,ACTIVE,2025-07-07 00:50:05
POL-0004126,ENC-2026-004126,Policyholder_4126,Business Owners Policy,Collision,2025-12-18,2026-05-28,22278.03,9872.29,2306435.51,NC,AGN-114,UW-003,ACTIVE,2025-07-03 12:28:05
POL-0004127,ENC-2026-004127,Policyholder_4127,Business Owners Policy,Bodily Injury,2024-06-13,2025-05-01,17032.13,5483.57,3474687.3,VA,AGN-081,UW-005,ACTIVE,2025-07-24 04:58:05
POL-0004128,ENC-2026-004128,Policyholder_4128,Commercial Property,Bodily Injury,2026-03-30,2027-03-12,38977.08,2581.97,1738535.22,WV,AGN-074,UW-016,ACTIVE,2026-04-06 18:39:05
POL-0004129,ENC-2026-004129,Policyholder_4129,General Liability,Property Damage,2025-06-07,2026-03-29,28089.89,8309.87,1699573.83,TN,AGN-024,UW-026,EXPIRED,2025-07-20 20:33:05
POL-0004130,ENC-2026-004130,Policyholder_4130,Commercial Auto,Umbrella,2026-03-30,2026-12-07,30483.22,8310.4,628997.02,IN,AGN-101,UW-029,ACTIVE,2025-12-24 10:46:05
POL-0004131,ENC-2026-004131,Policyholder_4131,Workers Compensation,Bodily Injury,2024-10-06,2025-02-13,17764.62,9880.26,4283486.04,KY,AGN-063,UW-008,ACTIVE,2025-06-03 21:14:05
POL-0004132,ENC-2026-004132,Policyholder_4132,General Liability,Medical Payments,2025-10-28,2026-01-11,47423.19,7056.55,2283210.14,MD,AGN-018,UW-010,ACTIVE,2025-08-02 02:19:05
POL-0004133,ENC-2026-004133,Policyholder_4133,Commercial Auto,Collision,2024-08-14,2025-03-15,2592.77,1179.1,4033257.5,OH,AGN-093,UW-014,CANCELLED,2025-08-25 23:15:05
POL-0004134,ENC-2026-004134,Policyholder_4134,General Liability,Property Damage,2025-12-18,2026-07-25,3815.2,2841.09,4617718.26,KY,AGN-079,UW-012,ACTIVE,2025-11-08 14:11:05
POL-0004135,ENC-2026-004135,Policyholder_4135,Business Owners Policy,Umbrella,2025-03-16,2025-12-12,40274.39,9734.69,2212887.02,NC,AGN-061,UW-014,ACTIVE,2025-07-06 11:19:05
POL-0004136,ENC-2026-004136,Policyholder_4136,Business Owners Policy,Property Damage,2025-06-10,2025-12-15,2002.72,4187.1,4775419.11,WV,AGN-106,UW-028,CANCELLED,2025-10-08 14:25:05
POL-0004137,ENC-2026-004137,Policyholder_4137,Commercial Property,Medical Payments,2025-12-04,2026-11-23,7459.89,9924.44,1507909.59,MD,AGN-157,UW-028,ACTIVE,2026-03-15 18:56:05
POL-0004138,ENC-2026-004138,Policyholder_4138,Workers Compensation,Bodily Injury,2024-08-05,2024-12-02,32293.67,7968.32,1738931.49,NC,AGN-155,UW-022,ACTIVE,2025-09-20 03:04:05
POL-0004139,ENC-2026-004139,Policyholder_4139,General Liability,Comprehensive,2025-11-03,2026-01-02,24266.48,8779.81,517277.04,OH,AGN-056,UW-017,ACTIVE,2026-03-08 21:24:05
POL-0004140,ENC-2026-004140,Policyholder_4140,Business Owners Policy,Property Damage,2024-08-04,2025-05-19,5690.29,8915.52,3915978.62,SC,AGN-095,UW-020,ACTIVE,2025-11-28 11:30:05
POL-0004141,ENC-2026-004141,Policyholder_4141,Commercial Property,Umbrella,2025-02-13,2025-04-24,31589.34,4035.42,220463.19,VA,AGN-010,UW-010,ACTIVE,2026-05-10 20:06:05
POL-0004142,ENC-2026-004142,Policyholder_4142,Business Owners Policy,Property Damage,2025-05-26,2025-11-10,4422.61,7082.19,1042807.24,PA,AGN-055,UW-030,CANCELLED,2026-01-22 08:01:05
POL-0004143,ENC-2026-004143,Policyholder_4143,General Liability,Property Damage,2025-04-24,2026-01-31,36900.67,1300.3,4554601.22,KY,AGN-069,UW-019,ACTIVE,2025-12-06 01:21:05
POL-0004144,ENC-2026-004144,Policyholder_4144,Business Owners Policy,Property Damage,2024-06-23,2025-06-19,38049.59,4871.27,3690263.66,IN,AGN-153,UW-013,ACTIVE,2025-07-10 23:58:05
POL-0004145,ENC-2026-004145,Policyholder_4145,Workers Compensation,Property Damage,2024-08-17,2024-10-20,24760.2,4308.9,4773603.4,MD,AGN-033,UW-001,ACTIVE,2025-11-18 02:42:05
POL-0004146,ENC-2026-004146,Policyholder_4146,Commercial Auto,Property Damage,2024-10-17,2025-10-06,45101.59,9903.24,4454774.86,IN,AGN-108,UW-027,ACTIVE,2025-09-01 20:55:05
POL-0004147,ENC-2026-004147,Policyholder_4147,General Liability,Umbrella,2026-01-31,2026-08-23,21109.48,6334.66,1495347.51,MD,AGN-077,UW-012,CANCELLED,2025-07-06 14:20:05
POL-0004148,ENC-2026-004148,Policyholder_4148,General Liability,Property Damage,2025-07-26,2026-07-02,647.64,5938.06,215191.73,IN,AGN-096,UW-007,ACTIVE,2025-12-05 14:10:05
POL-0004149,ENC-2026-004149,Policyholder_4149,General Liability,Medical Payments,2024-07-19,2024-09-01,48278.97,7513.93,4638979.1,SC,AGN-144,UW-018,ACTIVE,2025-08-11 00:17:05
POL-0004150,ENC-2026-004150,Policyholder_4150,Workers Compensation,Comprehensive,2024-10-20,2024-11-27,25025.05,2831.1,1417562.64,IL,AGN-085,UW-011,CANCELLED,2025-11-24 17:18:05
POL-0004151,ENC-2026-004151,Policyholder_4151,General Liability,Umbrella,2025-03-07,2026-01-22,14499.32,8473.08,4466688.25,SC,AGN-116,UW-025,ACTIVE,2025-06-15 11:55:05
POL-0004152,ENC-2026-004152,Policyholder_4152,Workers Compensation,Bodily Injury,2026-02-02,2027-01-25,28556.92,6360.98,1210507.08,SC,AGN-199,UW-019,ACTIVE,2026-04-17 22:36:05
POL-0004153,ENC-2026-004153,Policyholder_4153,Commercial Property,Comprehensive,2025-03-12,2025-12-21,43435.16,9843.74,818109.14,GA,AGN-086,UW-022,ACTIVE,2025-09-09 08:28:05
POL-0004154,ENC-2026-004154,Policyholder_4154,General Liability,Comprehensive,2026-03-13,2026-08-23,13391.23,6001.67,211913.36,GA,AGN-174,UW-022,ACTIVE,2025-08-27 02:52:05
POL-0004155,ENC-2026-004155,Policyholder_4155,Workers Compensation,Collision,2025-05-26,2026-03-28,25939.13,2198.99,3589519.64,GA,AGN-012,UW-007,CANCELLED,2025-09-23 20:48:05
POL-0004156,ENC-2026-004156,Policyholder_4156,Commercial Property,Bodily Injury,2025-01-17,2025-10-15,3061.27,9679.83,3961049.5,NC,AGN-146,UW-021,ACTIVE,2025-06-07 11:28:05
POL-0004157,ENC-2026-004157,Policyholder_4157,Commercial Auto,Medical Payments,2025-04-27,2025-09-09,26264.84,9486.75,434327.79,VA,AGN-066,UW-001,ACTIVE,2025-07-26 09:17:05
POL-0004158,ENC-2026-004158,Policyholder_4158,Commercial Property,Medical Payments,2024-06-25,2024-09-23,3336.05,950.99,549836.8,IL,AGN-182,UW-013,EXPIRED,2026-04-17 05:05:05
POL-0004159,ENC-2026-004159,Policyholder_4159,Workers Compensation,Comprehensive,2026-03-22,2026-04-22,41077.69,3218.1,3302989.72,IL,AGN-198,UW-024,ACTIVE,2026-03-16 23:49:05
POL-0004160,ENC-2026-004160,Policyholder_4160,Commercial Property,Property Damage,2024-06-13,2024-11-18,43796.99,5930.98,3408003.31,WV,AGN-082,UW-011,ACTIVE,2026-01-17 22:25:05
POL-0004161,ENC-2026-004161,Policyholder_4161,Workers Compensation,Collision,2025-03-27,2025-07-09,4376.71,2872.07,4687000.62,SC,AGN-184,UW-025,ACTIVE,2025-06-04 21:25:05
POL-0004162,ENC-2026-004162,Policyholder_4162,Commercial Property,Comprehensive,2024-10-17,2025-07-02,9942.43,1509.73,1699968.04,MD,AGN-066,UW-004,ACTIVE,2025-09-13 07:54:05
POL-0004163,ENC-2026-004163,Policyholder_4163,Workers Compensation,Comprehensive,2026-01-02,2026-03-22,48491.34,1786.11,3763167.45,OH,AGN-154,UW-013,CANCELLED,2025-12-01 16:02:05
POL-0004164,ENC-2026-004164,Policyholder_4164,General Liability,Property Damage,2024-06-01,2025-01-27,19706.44,7931.9,4981364.41,MD,AGN-077,UW-017,CANCELLED,2026-04-09 22:07:05
POL-0004165,ENC-2026-004165,Policyholder_4165,Commercial Property,Bodily Injury,2024-07-12,2024-09-10,35625.59,2387.7,3495178.95,IN,AGN-108,UW-015,ACTIVE,2025-08-02 08:40:05
POL-0004166,ENC-2026-004166,Policyholder_4166,Commercial Auto,Bodily Injury,2025-04-13,2026-03-29,9744.61,5596.43,3253317.86,VA,AGN-100,UW-017,EXPIRED,2025-12-19 17:43:05
POL-0004167,ENC-2026-004167,Policyholder_4167,General Liability,Bodily Injury,2025-08-22,2026-02-25,40196.7,470.6,2458997.93,SC,AGN-155,UW-021,ACTIVE,2026-04-27 10:49:05
POL-0004168,ENC-2026-004168,Policyholder_4168,Commercial Property,Medical Payments,2024-11-17,2025-10-05,36640.93,3830.34,3093065.55,IL,AGN-070,UW-006,ACTIVE,2025-08-30 00:57:05
POL-0004169,ENC-2026-004169,Policyholder_4169,General Liability,Medical Payments,2025-02-03,2025-12-08,47654.92,5045.4,474632.77,IL,AGN-129,UW-016,ACTIVE,2026-02-20 06:43:05
POL-0004170,ENC-2026-004170,Policyholder_4170,Workers Compensation,Comprehensive,2025-12-21,2026-02-14,4438.6,9585.4,1781641.39,TN,AGN-147,UW-017,CANCELLED,2026-04-12 09:40:05
POL-0004171,ENC-2026-004171,Policyholder_4171,Business Owners Policy,Medical Payments,2025-05-16,2025-07-31,36050.06,7953.04,878957.79,NC,AGN-066,UW-008,ACTIVE,2025-07-09 10:53:05
POL-0004172,ENC-2026-004172,Policyholder_4172,General Liability,Comprehensive,2025-12-05,2026-02-22,15621.53,2828.77,2646241.15,SC,AGN-172,UW-006,ACTIVE,2025-08-08 03:58:05
POL-0004173,ENC-2026-004173,Policyholder_4173,General Liability,Comprehensive,2024-06-15,2024-10-05,4265.48,9309.49,4945475.25,NC,AGN-081,UW-025,ACTIVE,2026-04-01 00:20:05
POL-0004174,ENC-2026-004174,Policyholder_4174,Workers Compensation,Umbrella,2025-08-19,2026-01-30,17112.44,5033.75,3779867.45,VA,AGN-028,UW-010,ACTIVE,2025-11-21 08:53:05
POL-0004175,ENC-2026-004175,Policyholder_4175,Commercial Property,Bodily Injury,2025-04-09,2025-09-02,14391.07,887.09,127530.77,IN,AGN-029,UW-007,ACTIVE,2026-04-22 11:34:05
POL-0004176,ENC-2026-004176,Policyholder_4176,Workers Compensation,Bodily Injury,2025-06-20,2025-12-24,23516.14,4911.76,3405548.1,SC,AGN-008,UW-028,ACTIVE,2025-11-16 10:19:05
POL-0004177,ENC-2026-004177,Policyholder_4177,Commercial Auto,Collision,2024-08-02,2024-11-10,1665.09,6690.79,2165737.47,IL,AGN-079,UW-019,ACTIVE,2025-09-29 08:22:05
POL-0004178,ENC-2026-004178,Policyholder_4178,Business Owners Policy,Collision,2024-06-28,2025-03-27,34943.65,3677.48,3375687.93,NC,AGN-166,UW-025,ACTIVE,2025-12-20 18:57:05
POL-0004179,ENC-2026-004179,Policyholder_4179,Commercial Auto,Umbrella,2025-09-21,2026-04-17,22005.87,3077.08,3131690.24,TN,AGN-043,UW-023,ACTIVE,2025-10-08 22:36:05
